Date,High,Low,Open,Close,Volume,Adj Close
2021-07-27,10.960000038146973,9.369999885559082,10.649999618530273,10.350000381469727,4733700.0,10.172715187072754
2021-07-28,10.5,9.829999923706055,10.5,9.84000015258789,1276300.0,9.6714506149292
2021-07-29,9.949999809265137,9.449999809265137,9.890000343322754,9.670000076293945,519700.0,9.504363059997559
2021-07-30,10.029999732971191,8.880000114440918,9.699999809265137,8.880000114440918,835100.0,8.72789478302002
2021-08-02,9.100000381469727,8.930000305175781,9.09000015258789,9.0,264500.0,8.84583854675293
2021-08-03,8.979999542236328,8.569999694824219,8.979999542236328,8.569999694824219,217100.0,8.42320442199707
2021-08-04,9.050000190734863,8.59000015258789,8.600000381469727,8.899999618530273,103000.0,8.747551918029785
2021-08-05,9.420000076293945,8.859999656677246,9.119999885559082,8.9399995803833,232600.0,8.786866188049316
2021-08-06,9.1899995803833,8.899999618530273,9.149999618530273,9.119999885559082,51900.0,8.963783264160156
2021-08-09,9.109999656677246,8.850000381469727,8.890000343322754,9.109999656677246,134600.0,8.953954696655273
2021-08-10,9.100000381469727,8.880000114440918,9.100000381469727,8.920000076293945,81200.0,8.76720905303955
2021-08-11,8.899999618530273,8.539999961853027,8.899999618530273,8.779999732971191,95900.0,8.629607200622559
2021-08-12,8.970000267028809,8.65999984741211,8.819999694824219,8.920000076293945,45600.0,8.76720905303955
2021-08-13,9.0600004196167,8.640000343322754,8.9399995803833,8.800000190734863,53100.0,8.64926528930664
2021-08-16,8.979999542236328,8.5,8.869999885559082,8.720000267028809,24000.0,8.570635795593262
2021-08-17,8.5,7.710000038146973,8.5,7.710000038146973,193900.0,7.577935218811035
2021-08-18,7.710000038146973,6.940000057220459,7.710000038146973,7.019999980926514,1069600.0,6.899754524230957
2021-08-19,7.199999809265137,6.800000190734863,6.800000190734863,7.0,361600.0,6.880096912384033
2021-08-20,7.269999980926514,7.0,7.010000228881836,7.070000171661377,51000.0,6.9488983154296875
2021-08-23,7.21999979019165,7.050000190734863,7.179999828338623,7.110000133514404,116700.0,6.988213062286377
2021-08-24,8.0,7.150000095367432,7.150000095367432,7.400000095367432,229700.0,7.273245334625244
2021-08-25,7.639999866485596,7.230000019073486,7.360000133514404,7.510000228881836,255200.0,7.381361484527588
2021-08-26,7.699999809265137,7.349999904632568,7.599999904632568,7.460000038146973,84200.0,7.332217693328857
2021-08-27,7.690000057220459,7.460000038146973,7.550000190734863,7.659999847412109,40300.0,7.528791904449463
2021-08-30,7.75,7.110000133514404,7.670000076293945,7.400000095367432,102300.0,7.273245334625244
2021-08-31,7.659999847412109,7.150000095367432,7.570000171661377,7.150000095367432,56400.0,7.027527809143066
2021-09-01,7.400000095367432,7.099999904632568,7.199999809265137,7.099999904632568,102400.0,6.978384017944336
2021-09-02,7.300000190734863,7.079999923706055,7.119999885559082,7.139999866485596,634900.0,7.017698764801025
2021-09-03,7.5,7.0,7.190000057220459,7.260000228881836,339400.0,7.135643482208252
2021-09-06,7.5,7.150000095367432,7.239999771118164,7.5,33500.0,7.371532440185547
2021-09-08,8.0,7.300000190734863,7.5,7.659999847412109,284700.0,7.528791904449463
2021-09-09,9.289999961853027,7.800000190734863,7.809999942779541,9.100000381469727,478300.0,8.94412612915039
2021-09-10,10.300000190734863,8.789999961853027,9.09000015258789,9.5,410600.0,9.337274551391602
2021-09-13,10.180000305175781,9.300000190734863,9.9399995803833,10.069999694824219,491000.0,9.897510528564453
2021-09-14,10.050000190734863,9.649999618530273,10.050000190734863,9.819999694824219,245500.0,9.651792526245117
2021-09-15,9.890000343322754,9.460000038146973,9.890000343322754,9.460000038146973,93200.0,9.297959327697754
2021-09-16,9.6899995803833,9.050000190734863,9.359999656677246,9.050000190734863,55500.0,8.89498233795166
2021-09-17,9.199999809265137,8.279999732971191,9.100000381469727,8.5,303000.0,8.354403495788574
2021-09-20,8.460000038146973,8.0,8.460000038146973,8.0,41200.0,7.8629679679870605
2021-09-21,8.600000381469727,8.220000267028809,8.449999809265137,8.489999771118164,92400.0,8.344574928283691
2021-09-22,8.829999923706055,8.399999618530273,8.829999923706055,8.399999618530273,51500.0,8.256115913391113
2021-09-23,9.279999732971191,8.4399995803833,8.4399995803833,9.199999809265137,191000.0,9.042412757873535
2021-09-24,9.979999542236328,8.760000228881836,8.760000228881836,9.569999694824219,302100.0,9.406075477600098
2021-09-27,9.579999923706055,8.949999809265137,9.569999694824219,9.0,85400.0,8.84583854675293
2021-09-28,9.300000190734863,8.609999656677246,9.0,8.819999694824219,46700.0,8.66892147064209
2021-09-29,9.25,8.819999694824219,8.880000114440918,8.859999656677246,30500.0,8.708236694335938
2021-09-30,8.949999809265137,8.380000114440918,8.899999618530273,8.5,184500.0,8.354403495788574
2021-10-01,8.75,8.300000190734863,8.3100004196167,8.75,15400.0,8.60012149810791
2021-10-04,8.760000228881836,8.220000267028809,8.5,8.229999542236328,19900.0,8.089027404785156
2021-10-05,8.649999618530273,8.260000228881836,8.260000228881836,8.319999694824219,7200.0,8.177486419677734
2021-10-06,8.699999809265137,8.25,8.300000190734863,8.25,15900.0,8.108685493469238
2021-10-07,8.739999771118164,7.699999809265137,8.3100004196167,7.699999809265137,115400.0,7.568106651306152
2021-10-08,8.050000190734863,7.659999847412109,7.699999809265137,7.800000190734863,65100.0,7.666393756866455
2021-10-11,8.239999771118164,7.550000190734863,7.820000171661377,8.239999771118164,90700.0,8.098856925964355
2021-10-13,8.199999809265137,7.929999828338623,8.1899995803833,8.199999809265137,33200.0,8.059541702270508
2021-10-14,8.199999809265137,7.920000076293945,8.1899995803833,8.199999809265137,135300.0,8.059541702270508
2021-10-15,8.649999618530273,8.130000114440918,8.199999809265137,8.149999618530273,26200.0,8.010397911071777
2021-10-18,8.300000190734863,7.789999961853027,8.149999618530273,7.789999961853027,69600.0,7.656565189361572
2021-10-19,7.849999904632568,7.5,7.809999942779541,7.75,46700.0,7.617250442504883
2021-10-20,7.739999771118164,7.53000020980835,7.739999771118164,7.639999866485596,8300.0,7.509134292602539
2021-10-21,7.5,7.110000133514404,7.5,7.110000133514404,42900.0,6.988213062286377
